dijikstra,INSA,longueur,1313,98,2966.636105388403,2900349,1178,1174,48,1538.4302867165375
astar,INSA,longueur,1313,98,2966.636105388403,2348206,855,806,75,1538.4302867165375
bellmanFord,INSA,temps,1313,98,410.74009316253677,3545711,1181,-1,-1,1538.4302867165375
dijikstra,INSA,temps,1313,98,410.74009316253677,3104603,1099,1064,69,1538.4302867165375
astar,INSA,temps,1313,98,410.74009316253677,3738709,1076,1038,67,1538.4302867165375
bellmanFord,INSA,longueur,615,423,1721.3675909042358,3018751,1181,-1,-1,848.2691047557421
bellmanFord,INSA,temps,615,423,175.58334732055667,3349122,1181,-1,-1,848.2691047557421
bellmanFord,INSA,longueur,401,1340,1307.700792312622,2717979,1181,-1,-1,828.1872076455201
dijikstra,INSA,longueur,401,1340,1307.700792312622,1864548,748,716,43,828.1872076455201
astar,INSA,longueur,401,1340,1307.700792312622,1536572,331,289,41,828.1872076455201
bellmanFord,INSA,temps,401,1340,161.1456481819153,5481035,1181,-1,-1,828.1872076455201
dijikstra,INSA,temps,401,1340,161.1456481819153,2934042,663,617,63,828.1872076455201
astar,INSA,temps,401,1340,161.1456481819153,2177394,637,582,56,828.1872076455201
bellmanFord,INSA,longueur,623,420,1476.7800908088684,3134838,1181,-1,-1,861.8941199321749
dijikstra,INSA,longueur,623,420,1476.7800908088684,1891895,581,547,35,861.8941199321749
astar,INSA,longueur,623,420,1476.7800908088684,1258865,329,294,43,861.8941199321749
bellmanFord,INSA,temps,623,420,245.4227111320496,3044975,1181,-1,-1,861.8941199321749
dijikstra,INSA,temps,623,420,245.4227111320496,2935966,1050,1019,63,861.8941199321749
astar,INSA,temps,623,420,245.4227111320496,2928387,1035,999,65,861.8941199321749
bellmanFord,INSA,longueur,861,380,1521.0335547924042,5246476,1181,-1,-1,388.54355342197846
dijikstra,INSA,longueur,861,380,1521.0335547924042,2342371,455,429,42,388.54355342197846
astar,INSA,longueur,861,380,1521.0335547924042,1472645,198,174,27,388.54355342197846
bellmanFord,INSA,temps,861,380,172.68577599334722,4454342,1181,-1,-1,388.54355342197846
dijikstra,INSA,temps,861,380,172.68577599334722,2539062,391,353,46,388.54355342197846
astar,INSA,temps,861,380,172.68577599334722,2647834,365,329,47,388.54355342197846
bellmanFord,INSA,longueur,988,946,766.5304236412048,4621005,1181,-1,-1,391.00547333307975
dijikstra,INSA,longueur,988,946,766.5304236412048,1943614,348,322,36,391.00547333307975
astar,INSA,longueur,988,946,766.5304236412048,1329552,187,164,24,391.00547333307975
bellmanFord,INSA,temps,988,946,74.5864751443863,4392347,1181,-1,-1,391.00547333307975
dijikstra,INSA,temps,988,946,74.5864751443863,1965954,245,214,38,391.00547333307975
astar,INSA,temps,988,946,74.5864751443863,1916898,238,208,37,391.00547333307975
bellmanFord,INSA,longueur,112,1130,93.09042644500732,3203054,1181,-1,-1,79.5656977005664
dijikstra,INSA,longueur,112,1130,93.09042644500732,1078079,45,30,15,79.5656977005664
astar,INSA,longueur,112,1130,93.09042644500732,893571,25,16,8,79.5656977005664
bellmanFord,INSA,temps,112,1130,13.912407051086426,4379650,1181,-1,-1,79.5656977005664
dijikstra,INSA,temps,112,1130,13.912407051086426,1322568,54,34,22,79.5656977005664
astar,INSA,temps,112,1130,13.912407051086426,1312684,50,31,20,79.5656977005664
bellmanFord,INSA,longueur,555,277,804.0413166284561,5423191,1181,-1,-1,481.89433228844047
dijikstra,INSA,longueur,555,277,804.0413166284561,1799011,355,316,38,481.89433228844047
astar,INSA,longueur,555,277,804.0413166284561,1356625,161,134,30,481.89433228844047
bellmanFord,INSA,temps,555,277,86.26072138309478,5838052,1181,-1,-1,481.89433228844047
dijikstra,INSA,temps,555,277,86.26072138309478,2630733,385,331,57,481.89433228844047
astar,INSA,temps,555,277,86.26072138309478,2331995,342,291,52,481.89433228844047
bellmanFord,INSA,longueur,478,479,990.953667640686,5312020,1181,-1,-1,664.0119653510933
dijikstra,INSA,longueur,478,479,990.953667640686,2899358,495,466,44,664.0119653510933
astar,INSA,longueur,478,479,990.953667640686,1100863,76,65,13,664.0119653510933
bellmanFord,INSA,temps,478,479,172.43024059295652,6221705,1181,-1,-1,664.0119653510933
dijikstra,INSA,temps,478,479,172.43024059295652,3225834,539,484,69,664.0119653510933
astar,INSA,temps,478,479,172.43024059295652,2794091,410,364,56,664.0119653510933
bellmanFord,INSA,longueur,1019,600,1857.4333300590515,4058725,1181,-1,-1,856.8112225490706
dijikstra,INSA,longueur,1019,600,1857.4333300590515,3797394,932,914,42,856.8112225490706
astar,INSA,longueur,1019,600,1857.4333300590515,2144724,443,410,38,856.8112225490706
bellmanFord,INSA,temps,1019,600,188.56802262496953,4764909,1181,-1,-1,856.8112225490706
dijikstra,INSA,temps,1019,600,188.56802262496953,4031196,845,798,61,856.8112225490706
astar,INSA,temps,1019,600,188.56802262496953,3797019,779,729,62,856.8112225490706
bellmanFord,INSA,longueur,1235,1240,773.3212819099426,6330338,1181,-1,-1,247.63272258434864
dijikstra,INSA,longueur,1235,1240,773.3212819099426,2034316,362,343,36,247.63272258434864
astar,INSA,longueur,1235,1240,773.3212819099426,1198441,142,122,23,247.63272258434864
bellmanFord,INSA,temps,1235,1240,159.09195459365844,5298725,1181,-1,-1,247.63272258434864
dijikstra,INSA,temps,1235,1240,159.09195459365844,2505183,407,355,62,247.63272258434864
astar,INSA,temps,1235,1240,159.09195459365844,2548071,350,304,47,247.63272258434864
bellmanFord,INSA,longueur,1341,816,1171.9465816020966,4716182,1181,-1,-1,841.993379576465
dijikstra,INSA,longueur,1341,816,1171.9465816020966,2625364,552,524,39,841.993379576465
astar,INSA,longueur,1341,816,1171.9465816020966,1330769,149,118,31,841.993379576465
bellmanFord,INSA,temps,1341,816,128.69676139640808,4568384,1181,-1,-1,841.993379576465
dijikstra,INSA,temps,1341,816,128.69676139640808,3213902,568,514,63,841.993379576465
astar,INSA,temps,1341,816,128.69676139640808,2901977,477,426,56,841.993379576465
bellmanFord,INSA,longueur,243,916,2313.734323978424,4040060,1181,-1,-1,1711.2875544987178
dijikstra,INSA,longueur,243,916,2313.734323978424,4032682,1006,972,50,1711.2875544987178
astar,INSA,longueur,243,916,2313.734323978424,1839820,271,221,50,1711.2875544987178
